,geoUID,r_external_5yr,r_inter_5yr,r_internal_5yr,r_intra_5yr,r_migrants_5yr,r_movers_5yr,r_nonMigrants_5yr,r_nonMovers_5yr
9402.000,24560327.000,0.000,0.000,1.042,0.960,0.686,0.417,0.440,0.595
9403.000,24560328.000,0.000,0.000,1.000,1.000,0.953,0.358,0.222,0.642
9404.000,24560329.000,0.000,0.073,0.976,0.927,0.667,0.328,1.105,0.667
9405.000,24560330.000,0.000,0.000,1.045,0.957,0.595,0.289,1.077,0.719
9406.000,24560331.000,0.000,0.000,1.000,0.937,0.381,0.525,3.250,0.475
9407.000,24560332.000,0.000,0.000,1.000,1.000,0.412,0.212,4.500,0.800
9408.000,24560333.000,0.000,0.000,1.000,0.667,0.250,0.183,2.571,0.817
9409.000,24560334.000,NA,NA,NA,NA,NA,NA,NA,NA
9410.000,24560335.000,0.100,0.111,0.900,1.000,0.408,0.671,1.579,0.329
9411.000,24560336.000,0.000,0.000,1.000,1.000,0.356,0.500,1.074,0.500
9412.000,24560337.000,0.000,0.000,1.000,0.955,0.319,0.676,2.182,0.314
9413.000,24560338.000,0.000,0.000,1.000,1.000,0.442,0.448,1.333,0.562
9414.000,24560339.000,0.000,0.000,1.000,1.000,0.393,0.304,1.308,0.696
9415.000,24560340.000,0.000,0.000,1.000,1.000,0.312,0.405,1.692,0.595
9416.000,24560341.000,0.000,0.222,0.900,0.889,0.250,0.500,3.100,0.500
9417.000,24560342.000,0.000,0.054,1.028,0.973,0.367,0.667,1.906,0.333
9418.000,24560343.000,0.000,0.000,1.000,1.000,0.625,0.222,2.333,0.778
9419.000,24560344.000,0.235,0.000,0.765,1.000,0.386,0.419,1.929,0.581
9420.000,24560345.000,0.000,0.000,1.000,1.333,0.214,0.187,1.667,0.840
9421.000,24560346.000,0.000,0.000,1.000,1.111,0.375,0.329,5.000,0.685
9422.000,2457.000,0.031,0.016,0.969,0.984,0.685,0.327,1.042,0.673
9423.000,24570012.000,0.009,0.015,0.991,0.988,0.722,0.583,1.170,0.418
9424.000,24570013.000,0.000,0.000,1.000,1.000,0.500,0.301,0.778,0.699
9425.000,24570014.000,0.000,0.000,0.933,1.000,0.789,0.268,0.857,0.718
9426.000,24570015.000,0.000,0.000,1.000,1.000,0.520,0.352,2.400,0.662
9427.000,24570016.000,0.222,0.000,0.889,1.000,0.562,0.216,0.778,0.797
9428.000,24570017.000,0.000,0.000,1.000,1.059,0.654,0.268,1.600,0.732
9429.000,24570018.000,0.400,0.000,0.600,1.000,1.250,0.062,0.000,0.922
9430.000,24570019.000,0.000,0.000,1.000,1.000,0.625,0.329,1.500,0.671
9431.000,24570020.000,0.000,0.000,0.917,0.909,0.800,0.205,0.667,0.795
9432.000,24570021.000,0.000,0.000,1.000,1.000,0.765,0.233,1.000,0.753
9433.000,24570022.000,0.143,0.250,0.857,0.833,0.667,0.219,0.778,0.781
9434.000,24570023.000,0.000,0.000,1.000,1.000,0.909,0.242,0.429,0.747
9435.000,24570024.000,0.000,0.000,0.962,1.000,0.591,0.579,1.056,0.447
9436.000,24570025.000,0.000,0.000,1.000,1.000,0.435,0.295,1.273,0.692
9437.000,24570026.000,0.000,0.000,1.000,1.000,0.548,0.463,0.700,0.537
9438.000,24570027.000,0.000,0.000,1.000,1.000,0.720,0.397,1.000,0.603
9439.000,24570028.000,0.061,0.062,0.970,0.969,0.660,0.568,1.133,0.432
9440.000,24570036.000,0.036,0.075,0.964,0.943,0.679,0.382,0.962,0.613
9441.000,24570037.000,0.000,0.100,1.000,0.850,0.541,0.420,2.571,0.580
9442.000,24570038.000,0.000,0.000,1.000,1.000,0.500,0.225,1.250,0.787
9443.000,24570039.000,0.000,0.000,1.000,1.000,0.714,0.175,200000.000,0.825
9444.000,24570040.000,0.294,0.000,0.647,1.000,0.630,0.218,1.000,0.782
9445.000,24570041.000,0.000,0.000,1.000,1.000,0.500,0.263,2.000,0.737
9446.000,24570042.000,0.000,0.000,1.000,1.000,0.828,0.362,0.625,0.637
9447.000,24570043.000,0.051,0.000,0.974,1.000,0.750,0.315,1.000,0.685
9448.000,24570044.000,0.000,0.000,0.941,1.062,0.810,0.250,0.667,0.750
9449.000,24570045.000,0.300,0.000,0.700,1.000,1.000,0.159,0.000,0.841
9450.000,24570046.000,0.000,0.000,1.000,0.971,0.791,0.344,1.000,0.648
9451.000,24570047.000,0.000,0.000,1.056,1.000,0.900,0.247,0.400,0.753
9452.000,24570048.000,0.105,0.000,0.947,1.000,0.704,0.243,1.333,0.757
9453.000,24570049.000,0.000,0.000,1.000,1.000,0.821,0.230,0.556,0.770
9454.000,24570050.000,0.000,0.061,0.971,0.939,0.694,0.269,1.875,0.731
9455.000,24570051.000,0.000,0.000,1.167,1.000,0.545,0.134,0.800,0.878
